Model,Attribution Method,Layer,Metric,Upscale Method,Value
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.2493466883897781
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0580269135534763
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.2177291065454483
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.5101589560508728
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.1771397739648819
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.094588503241539
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.1541246622800827
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.6198746562004089
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.116624929010868
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0753241851925849
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.1138439252972602
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.6015217900276184
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0925661697983741
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0714908614754676
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.1935053318738937
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.6923022866249084
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.2256144136190414
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.1101128906011581
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.1714197993278503
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.414973497390747
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.1003416255116462
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0634864941239357
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.2202131599187851
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.7491248846054077
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.1630748361349105
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0826332718133926
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.0938937291502952
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.3920314908027649
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0486543327569961
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0554422177374362
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.2128359824419021
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.2518242299556732
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.2434770166873932
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.1220164820551872
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.039035752415657
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.3955740928649902
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0201316140592098
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.060593944042921
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.100437618792057
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.5523205399513245
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.1231938898563385
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.1120577231049537
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.0872524604201316
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.8617025017738342
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0747175887227058
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.1187847256660461
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.0717836320400238
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.8714728951454163
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0402542762458324
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0682335495948791
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.1128607392311096
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.611143946647644
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0907734408974647
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0526502914726734
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.3802924156188965
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.4878783822059631
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.1851555556058883
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0701680704951286
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.0508931949734687
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.6874743103981018
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0319509170949459
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0515271387994289
VGG11,_DeepLiftShap,features.15,precision,SimpleUpsampling,0.0701684802770614
VGG11,_DeepLiftShap,features.15,recall,SimpleUpsampling,0.6003883481025696
VGG11,_DeepLiftShap,features.15,precision,ERFUpsampling,0.0461396463215351
VGG11,_DeepLiftShap,features.15,recall,ERFUpsampling,0.0568198561668396
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.157454252243042
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5553697943687439
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0825797319412231
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0442758426070213
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0663914382457733
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7194308042526245
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0238638538867235
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0302697047591209
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1927885264158249
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7698327898979187
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2220658659934997
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0754472613334655
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2860176563262939
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3795538246631622
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1665141433477401
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0639162138104438
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0256645549088716
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7653736472129822
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0203110910952091
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0438104458153247
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0776926577091217
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3106704950332641
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0437395796179771
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0238670222461223
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.090489387512207
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7919715046882629
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.058807510882616
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0417974889278411
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0792476087808609
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7854225039482117
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0483814775943756
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0409397631883621
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.332175612449646
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3743833303451538
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2373796701431274
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.049633614718914
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0411623381078243
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4647628664970398
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0267943274229764
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0381409637629985
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3234017193317413
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2838920950889587
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2673949301242828
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0637643784284591
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0376523025333881
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.6621696949005127
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0230187680572271
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0274105407297611
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2086103409528732
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5516948103904724
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0817921310663223
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0439339466392993
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.172664001584053
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5342639684677124
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1562473475933075
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0691243261098861
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.337563693523407
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2310206741094589
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1479289233684539
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0485040210187435
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2068547904491424
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5210582613945007
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1307269632816314
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.090377889573574
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1554751545190811
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3830677270889282
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1439185738563537
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0647208541631698
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0527298375964164
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3073793053627014
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0257551874965429
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0423316396772861
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.5741153955459595
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2144231647253036
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2481919527053833
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0459945686161518
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0902190282940864
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.371934175491333
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0860993117094039
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0421940088272094
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1632427871227264
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5223075747489929
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0660777315497398
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0520864501595497
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1940787583589553
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3581455647945404
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0700375959277153
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0334132611751556
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3556228280067444
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.422886312007904
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.3809351623058319
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.1022660806775093
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0950393378734588
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7685675621032715
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0328240059316158
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0351120606064796
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0873584896326065
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4097184836864471
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0275134891271591
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0253859665244817
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.4394045174121856
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3577741086483001
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2013471275568008
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0554510243237018
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1075051948428154
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2239043414592743
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1199385300278663
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0672056525945663
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3158599436283111
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2389664202928543
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1660805791616439
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0538002885878086
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2318360060453415
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2641990780830383
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2527797520160675
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0784969627857208
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3939506709575653
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3899903297424316
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2328957021236419
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0473356880247592
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3056468069553375
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3351578414440155
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1493018120527267
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0431826263666152
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0482109263539314
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.746299147605896
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0321934446692466
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0287534147500991
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1212477833032608
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3688061833381653
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0463488325476646
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0474552921950817
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2224558591842651
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5698785185813904
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1612611263990402
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0541321896016597
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1078644394874572
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4853349924087524
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.058455791324377
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0215032678097486
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0568552315235137
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.8059302568435669
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0328259989619255
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0384175181388855
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3697833716869354
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4202900528907776
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.3200348615646362
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0928848311305046
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0931918546557426
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.6155611276626587
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0724606588482856
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0415408797562122
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.195782795548439
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3692885041236877
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1123212277889251
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0350093059241771
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0763170421123504
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.1372083872556686
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0436742007732391
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0209189597517251
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2419591397047042
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4068500399589538
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.160705104470253
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0483335219323635
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3839906752109527
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.301871508359909
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1468961238861084
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0459587983787059
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0802665427327156
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7569494843482971
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0769139975309372
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0566256828606128
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0799473449587822
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5423605442047119
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0306184608489274
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0520340204238891
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2927232682704925
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2991412878036499
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1275392323732376
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0455821380019187
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0468389652669429
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.6323641538619995
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0330533348023891
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0362385474145412
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0728290230035781
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2420563250780105
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0370284542441368
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0247551519423723
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.3623541295528412
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2031786292791366
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1433150023221969
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0244138147681951
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2175988554954528
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3952034115791321
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1267992109060287
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0518947392702102
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1538148522377014
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7166184186935425
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1163741424679756
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0564264245331287
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1238102614879608
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5308061242103577
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0715602189302444
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.038486186414957
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2039005160331726
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4627480208873749
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1909288167953491
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0528870448470115
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.309978038072586
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.1883315145969391
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1151591911911964
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0379048697650432
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2531009018421173
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5672861933708191
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1090791672468185
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0342850722372531
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0927459299564361
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4352967143058777
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0427719615399837
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0411769486963748
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.2208575755357742
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.2005140036344528
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.2265011221170425
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.1062925085425376
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0344915725290775
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.4373581707477569
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0206594970077276
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0532058887183666
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0981538295745849
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5959189534187317
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.1378241628408432
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0905670151114463
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.094130203127861
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7362027168273926
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0695714280009269
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0694816932082176
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0753698796033859
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.7945261597633362
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0244542863219976
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0266547333449125
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.1179544627666473
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.729422926902771
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.064058743417263
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0249533075839281
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.4473974406719208
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.3469680547714233
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.153888538479805
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0549758858978748
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0508694015443325
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.6911020874977112
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0313176922500133
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0338389091193676
VGG11,_DeepLiftShap,features.16,precision,SimpleUpsampling,0.0669282600283622
VGG11,_DeepLiftShap,features.16,recall,SimpleUpsampling,0.5231229662895203
VGG11,_DeepLiftShap,features.16,precision,ERFUpsampling,0.0446712523698806
VGG11,_DeepLiftShap,features.16,recall,ERFUpsampling,0.0435215756297111
VGG11,_DeepLiftShap,features.17,precision,SimpleUpsampling,0.157454252243042
VGG11,_DeepLiftShap,features.17,recall,SimpleUpsampling,0.5553697943687439
VGG11,_DeepLiftShap,features.17,precision,ERFUpsampling,0.0954469293355941
VGG11,_DeepLiftShap,features.17,recall,ERFUpsampling,0.0588495060801506
VGG11,_DeepLiftShap,features.17,precision,SimpleUpsampling,0.0663914382457733
VGG11,_DeepLiftShap,features.17,recall,SimpleUpsampling,0.7194308042526245
VGG11,_DeepLiftShap,features.17,precision,ERFUpsampling,0.0272720158100128
VGG11,_DeepLiftShap,features.17,recall,ERFUpsampling,0.0422166921198368
VGG11,_DeepLiftShap,features.17,precision,SimpleUpsampling,0.1927885264158249
VGG11,_DeepLiftShap,features.17,recall,SimpleUpsampling,0.7698327898979187
VGG11,_DeepLiftShap,features.17,precision,ERFUpsampling,0.1883450895547866
VGG11,_DeepLiftShap,features.17,recall,ERFUpsampling,0.0661570951342582
VGG11,_DeepLiftShap,features.17,precision,SimpleUpsampling,0.2860176563262939
VGG11,_DeepLiftShap,features.17,recall,SimpleUpsampling,0.3795538246631622
VGG11,_DeepLiftShap,features.17,precision,ERFUpsampling,0.1849136501550674
VGG11,_DeepLiftShap,features.17,recall,ERFUpsampling,0.0666505396366119
VGG11,_DeepLiftShap,features.17,precision,SimpleUpsampling,0.0256645549088716
VGG11,_DeepLiftShap,features.17,recall,SimpleUpsampling,0.7653736472129822
VGG11,_DeepLiftShap,features.17,precision,ERFUpsampling,0.0222533289343118
VGG11,_DeepLiftShap,features.17,recall,ERFUpsampling,0.0611507967114448
VGG11,_DeepLiftShap,features.17,precision,SimpleUpsampling,0.0776926428079605
VGG11,_DeepLiftShap,features.17,recall,SimpleUpsampling,0.3106704950332641
VGG11,_DeepLiftShap,features.17,precision,ERFUpsampling,0.0510691627860069
