Model,Attribution Method,Layer,Metric,Upscale Method,Value
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1264920383691787
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.708268404006958
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1203256472945213
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.2200918346643448
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0576736181974411
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.9038109183311462
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0497115030884742
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1641953885555267
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1725779473781585
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.9457154870033264
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1825601458549499
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1718553602695465
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.2644176483154297
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.436407059431076
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.2751549482345581
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.200056791305542
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0262359473854303
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.7143787741661072
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0234519466757774
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1632846146821975
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0638457238674163
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.1307881772518158
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0553076975047588
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0546077117323875
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0825118348002433
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.9002547860145569
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0849369019269943
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1846511363983154
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0737747550010681
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.5616955757141113
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0679781883955001
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1262019574642181
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.2935373187065124
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.2802202105522156
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.3141010701656341
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1650116145610809
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0265700295567512
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.1528067886829376
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.029475076124072
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0675762370228767
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.2581731379032135
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.319291740655899
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.2542034089565277
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1637403815984726
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0374775752425193
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.9071575999259948
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0335476212203502
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1506889313459396
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1488713324069976
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4364694952964782
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1080884262919426
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1372821033000946
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.150796577334404
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.6219974756240845
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1656426638364792
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1990209817886352
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1583768874406814
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.347182959318161
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1280930489301681
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.128453254699707
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1967782527208328
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3122500479221344
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1267368495464325
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1199360489845275
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1469443142414093
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.1409974098205566
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1596372723579406
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0954921767115593
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0520851835608482
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3214631378650665
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0362516678869724
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0951595827937126
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.3245638608932495
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3728976845741272
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.283573567867279
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1712282747030258
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1029174476861953
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.709393322467804
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0931196138262748
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1296194046735763
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1340992748737335
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4287088513374328
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1227046698331832
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1633174121379852
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1311694681644439
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4824946224689483
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1283289194107055
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1935223937034607
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.3208371698856354
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3290648162364959
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.3419983685016632
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.2171835899353027
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.090526558458805
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.8424169421195984
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0829061642289161
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1846789419651031
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0661260932683944
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.5480955839157104
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0557337217032909
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1411575675010681
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.3862947225570678
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4621593058109283
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.3771624267101288
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.2612667977809906
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1101370900869369
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.1063000783324241
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1190898790955543
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.065460093319416
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.2896676659584045
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.2381539195775985
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.2431333810091018
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1139102727174758
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.2141433209180832
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.231893315911293
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.2242356836795807
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1280340850353241
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.3405215740203857
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4056876599788666
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.3347027599811554
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1811276525259018
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1681464314460754
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.6317588090896606
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1985115110874176
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.2495123296976089
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0477418191730976
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.449757307767868
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0460545606911182
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.135704293847084
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0904669165611267
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4851823151111603
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0742500051856041
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1516392827033996
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.2031579911708831
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.789609432220459
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.2009245157241821
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1890278309583664
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1149707585573196
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3887808620929718
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1050676479935646
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0965751111507415
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0555688478052616
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.6343870759010315
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.049676526337862
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1286369562149047
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.3483612239360809
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4040771722793579
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.3499790132045746
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.2124264687299728
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0949138477444648
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.623194694519043
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0977160483598709
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1632452458143234
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1718834638595581
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.5937547087669373
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1725391298532486
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.2014026790857315
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0839138701558113
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.1474209427833557
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0772586166858673
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0774598568677902
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1780063509941101
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.7431831955909729
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.2018014937639236
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1789772361516952
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1426200568675995
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3657868802547455
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1106132194399833
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1521925628185272
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.078435368835926
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.5705002546310425
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0781168937683105
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1726871281862259
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0581080578267574
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.7719320058822632
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0491134747862815
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1417988091707229
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1704009920358657
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3916538953781128
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1339801102876663
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1494151055812835
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.050889678299427
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.6829808950424194
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0529544204473495
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1370730996131897
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0702701658010482
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.1548992991447448
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.057932861149311
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.051558218896389
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.2742446959018707
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.2840395271778106
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.2565259933471679
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.114727534353733
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1818861663341522
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3943882584571838
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1694959104061126
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1468013674020767
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1500861644744873
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.5365201234817505
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1346955448389053
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1419445872306823
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1038176491856575
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.7089294791221619
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0981722250580787
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1630103141069412
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1847949922084808
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.5047357082366943
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1782496720552444
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.2008036524057388
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.144491046667099
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3795473277568817
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1166146993637085
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1508452445268631
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1917358785867691
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.8300949335098267
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1988770514726638
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1796740591526031
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0994530767202377
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.3202807307243347
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.075127862393856
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.103141650557518
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1891629099845886
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.1132358536124229
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1964533478021621
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0598751083016395
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0354923196136951
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.2895527184009552
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.021918760612607
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.0875331759452819
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0907283499836921
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4543203115463257
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0997820049524307
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1685132980346679
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0760330781340599
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.922936201095581
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0706480219960212
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1726953834295272
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0687664374709129
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.961457908153534
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0681911706924438
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1755687594413757
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.1198583617806434
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.6198148727416992
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1261225491762161
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1662935763597488
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.205231100320816
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.2332180887460708
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.1385497003793716
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1240420117974281
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0505798161029815
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.4971583187580108
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.049831673502922
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.14957295358181
VGG11,_DeepLiftShap,features.10,precision,SimpleUpsampling,0.0770071744918823
VGG11,_DeepLiftShap,features.10,recall,SimpleUpsampling,0.5849941372871399
VGG11,_DeepLiftShap,features.10,precision,ERFUpsampling,0.0765746161341667
VGG11,_DeepLiftShap,features.10,recall,ERFUpsampling,0.1501766145229339
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.132213294506073
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.5870254039764404
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.1121614128351211
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1274784505367279
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.058140255510807
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.8826218247413635
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0306193511933088
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0582428090274333
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1734583377838134
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.9489216804504396
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.2220239490270614
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1277075111865997
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.2812962234020233
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.3359216153621673
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.2604683935642242
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.122193805873394
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.0258677583187818
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.796910285949707
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0199446864426136
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0966638922691345
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.0657036900520324
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.192831888794899
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0436580628156662
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.039268460124731
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.0837495401501655
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.8966687917709351
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0751577392220497
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0966166406869888
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.074626475572586
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.5891525745391846
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0529211312532424
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0771030560135841
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.3214329183101654
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.263597697019577
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.3488743901252746
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1151366159319877
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.0272532496601343
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.1285514682531356
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.027744049206376
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0413141213357448
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.2593159675598144
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.273112028837204
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.2822597920894623
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1042552143335342
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.0373058095574379
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.8578729629516602
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0284326896071434
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0692196637392044
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1561206877231598
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.4892535805702209
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0710544437170028
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0743980333209037
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1642528474330902
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.4728172719478607
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.2002546638250351
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1533277928829193
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1649075150489807
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.3553474545478821
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0924729704856872
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0791618973016738
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.273801177740097
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.2977898716926574
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.1201562657952308
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0737157464027404
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1454787254333496
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.1565873324871063
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.1847746074199676
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0953278690576553
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.056485828012228
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.3934939205646515
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.026903623715043
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0518323443830013
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.3468580842018127
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.4637898504734039
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.2599309682846069
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1306282728910446
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1036753877997398
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.6931818723678589
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.0863916128873825
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.0793970674276351
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1474519073963165
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.3453133702278137
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.1144017204642295
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1091603264212608
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.1348064392805099
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.4902133345603943
VGG11,_DeepLiftShap,features.11,precision,ERFUpsampling,0.102212868630886
VGG11,_DeepLiftShap,features.11,recall,ERFUpsampling,0.1132847592234611
VGG11,_DeepLiftShap,features.11,precision,SimpleUpsampling,0.3304968476295471
VGG11,_DeepLiftShap,features.11,recall,SimpleUpsampling,0.2129021733999252
