Image Index,Model,Attribution Method,Layer,Metric,Upscale Method,Value
13,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.004665036220103502
14,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5897515999750498
14,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.00766754150390625
15,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9301692467315248
15,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0036215530708432198
16,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6939329591760044
16,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0033748000860214233
17,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.916164324900419
17,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0027137373108416796
18,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8030532603485263
18,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.21626845002174377
19,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5136746072169944
19,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0026388890109956264
20,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.849616187799805
20,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.001460066414438188
21,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8743418659939873
21,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0027147226501256227
22,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5907765831667376
22,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.05450495332479477
23,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6298644313905426
23,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.20430830121040344
24,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7791289290391872
24,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.001653034589253366
25,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9348007748418051
25,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.003461010754108429
26,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5299682389709265
26,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0013906899839639664
27,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.4429268820964493
27,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0005867875879630446
28,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.24606257870276965
28,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0006521668401546776
29,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6079857830792782
29,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.14936766028404236
30,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8621550083049898
30,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.00015768158482387662
31,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.4474310496791413
31,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.14225885272026062
32,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.665651627483823
32,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.09081746637821198
33,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9746791847958438
33,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.4990521967411041
34,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.44316304102462056
34,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.01024562120437622
35,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8207951777928351
35,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0068611865863204
36,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8817313996392099
36,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0005946322344243526
37,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5894371462568595
37,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.002070282120257616
38,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.34449569045269524
38,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,7.738001295365393e-05
39,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8992535085754222
39,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.1883697807788849
40,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.808790786063987
40,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.16592320799827576
41,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6410331891382239
41,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.08647964894771576
42,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7174832592532785
42,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.25703465938568115
43,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8328894708242615
43,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.011307265609502792
44,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.2181565283598482
44,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.4056817591190338
45,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.4731259912141119
45,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,-0.0009298883378505707
46,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.26000770635959436
46,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0018770367605611682
47,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9732801296288267
47,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.02550739049911499
48,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8762500461173923
48,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,-0.0014602690935134888
49,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9187667309402071
49,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0010758470743894577
50,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9395684465236838
50,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0033769092988222837
51,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8752972855355491
51,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.03148762881755829
52,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5647605767235394
52,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.19626188278198242
53,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.3901468945703105
53,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.10651779174804688
54,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7346021067075934
54,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.1618768274784088
55,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.013763506970595921
55,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0003049224615097046
56,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9443901529543746
56,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0014635962434113026
57,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8528828487775001
57,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0038844719529151917
58,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.2869292648972688
58,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0055259717628359795
59,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5353370476853467
59,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.17937538027763367
60,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8924995787081773
60,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.20131486654281616
61,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5906577300616694
61,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.1256018877029419
62,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.671644944080711
62,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0006085372297093272
63,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.23737268992223656
63,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.005819737911224365
64,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9465174311913896
64,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.006106933578848839
65,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8637948721625451
65,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.001590473810210824
66,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7685795974091333
66,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.036714352667331696
67,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.26657928500274136
67,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.00038795173168182373
68,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.44410214843283324
68,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.19666001200675964
69,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.48558278713999925
69,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.31709223985671997
70,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.09926380909447188
70,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0006852538790553808
71,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8464830116080828
71,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.003986742813140154
72,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.3354004565126297
72,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,-0.00163973867893219
73,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.2843124843999019
73,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.3111955523490906
74,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6332843779403218
74,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.002462416887283325
75,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5146167084970223
75,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0011214613914489746
76,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9128748401330791
76,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.09020176529884338
77,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9103454622110819
77,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.012147950008511543
78,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.07349508969756897
78,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.15649378299713135
79,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5440707309253267
79,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.015125304460525513
80,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5783820069740127
80,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.006357545964419842
81,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9320829646405399
81,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.002952544018626213
82,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7681584460476165
82,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.28799134492874146
83,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.20834339202081859
83,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.2672662138938904
84,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.622824771882007
84,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0028131119906902313
85,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9424820392074698
85,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.06827256083488464
86,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7766443401584512
86,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0007879361510276794
87,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5228442975627421
87,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.11226382851600647
88,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.4169917455767952
88,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.05030704289674759
89,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8986269501552706
89,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0018617266323417425
90,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7323751831771552
90,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.11979245394468307
91,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8586411536245195
91,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.26105499267578125
92,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.965188450604032
92,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0853578969836235
93,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9102650423789307
93,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.004115119576454163
94,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9631173964810219
94,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0007866002270020545
95,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.969153782192664
95,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.027370572090148926
96,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.5822585212573546
96,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,9.802488420973532e-07
97,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9027620104299319
97,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.07318195700645447
98,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7066726696613763
98,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.011622300371527672
99,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9806438881014887
99,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.1971016377210617
100,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.3529694489892551
100,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.30111485719680786
101,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.19279578221104135
101,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.003883764147758484
102,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8518716724178943
102,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.35250115394592285
103,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6967553835999849
103,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,-5.0418078899383545e-05
104,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7876336879886399
104,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.012634851038455963
105,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8592229395706821
105,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.008108720183372498
106,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6825124302123642
106,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.13569609820842743
107,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7292148968541745
107,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.15864422917366028
108,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9027853871850932
108,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0037475046701729298
109,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.18657557788283669
109,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.005945977754890919
110,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.12749096433387347
110,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.12253314256668091
111,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9491210891732882
111,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.12742763757705688
112,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.43940150425828367
112,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0027771538589149714
113,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8563869832123315
113,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,-0.00036878883838653564
114,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.12866937665223957
114,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0016154199838638306
115,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7438268059477244
115,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0035058483481407166
116,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.24179036258339187
116,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.00289206113666296
117,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.49114558605707104
117,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.00015530908422078937
118,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9899607202779649
118,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.07027140259742737
119,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9675525079048404
119,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.19534523785114288
120,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.9159394150176885
120,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.18188385665416718
121,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.6599477530178848
121,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0014023083494976163
122,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.3309755573274923
122,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.009496135637164116
123,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.22752618133896851
123,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.014766670763492584
124,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.8296203038044871
124,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.03574696183204651
125,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.43331150223819365
125,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.00046718839439563453
126,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.7343872107641602
126,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.0124836266040802
127,VGG11,_DeepLiftShap,features.11,roc_auc,SimpleUpsampling,0.38972830298214
127,VGG11,_DeepLiftShap,features.11,road_combined,SimpleUpsampling,0.23784804344177246
0,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.5222244429703485
0,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.008643969893455505
1,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.5172345353769424
1,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,1.808907836675644e-05
2,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.43542799950311667
2,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.2311076670885086
3,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.22344664941299353
3,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.1623559594154358
4,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.6429351144388876
4,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.0008390422444790602
5,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.14553625387240987
5,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.21924827992916107
6,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.21068300981753227
6,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.00347305741161108
7,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.28065140067439354
7,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.17142905294895172
8,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.8820319960869658
8,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.012607812881469727
9,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.2594525424596229
9,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-1.244256509380648e-06
10,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.17343884712617755
10,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.01581822708249092
11,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.799893829614413
11,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.013812362216413021
12,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.6815550958110872
12,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.07168945670127869
13,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.23604161905476845
13,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.006256687454879284
14,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.5223968176390686
14,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.013627186417579651
15,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.23018484842867676
15,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.009059811942279339
16,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.29891066049050685
16,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.003369353013113141
17,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.25928772479997547
17,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.0015552330296486616
18,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.41649870561238134
18,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.21887727081775665
19,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.9109573140919166
19,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-1.2968192095286213e-05
20,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.09521868550918652
20,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.008796758949756622
21,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.18429792036559917
21,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.003512378316372633
22,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.5002866495559308
22,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.04737193137407303
23,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.49947613531168034
23,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.2265942543745041
24,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.24855856602190252
24,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.006766381673514843
25,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.29959682832201034
25,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.004954539239406586
26,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.5874629815978292
26,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.0013449788093566895
27,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.5146570508666127
27,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.0017521705012768507
28,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.14397742998787139
28,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-3.3410557080060244e-05
29,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.8797846070758503
29,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.16975122690200806
30,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.3374638479903309
30,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.00015818423707969487
31,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.17023739990850423
31,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.2155103236436844
32,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.4515773013108402
32,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,-0.1577492207288742
33,VGG11,_GradCAMPlusPlus,features.12,roc_auc,ERFUpsamplingFast,0.4479866501512879
33,VGG11,_GradCAMPlusPlus,features.12,road_combined,ERFUpsamplingFast,0.49122485518455505
