Image Index,Model,Attribution Method,Layer,Metric,Upscale Method,Value
92,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.6846100598485827
92,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.31177350878715515
93,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.5363694063146754
93,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.00038514286279678345
94,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.5242150365870366
94,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0031022755429148674
95,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.7037331973247936
95,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.14630413055419922
96,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.40386559385640014
96,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-1.6621644363112864e-06
97,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.3984829433320263
97,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.02893659472465515
98,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.6790503024247259
98,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.00786074809730053
99,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.5693225178847505
99,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.04186296463012695
100,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.24259167414651153
100,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.0619349330663681
101,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.316333382732221
101,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.004942215979099274
102,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.2759736603561729
102,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.3162383437156677
103,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.18637831542897712
103,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0001614019274711609
104,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.23590554632022537
104,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.0018307343125343323
105,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.6546502574544109
105,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0059901513159275055
106,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.964522878321778
106,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.0003343331045471132
107,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.3788771969012917
107,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.015569359064102173
108,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.27947387127618706
108,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0031943016219884157
109,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.7187928197807919
109,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.017841912806034088
110,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.12383249933409543
110,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.14029234647750854
111,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.3576720253629664
111,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.016864962875843048
112,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.3991010440824659
112,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.003831363981589675
113,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.11090181376570715
113,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0006984472274780273
114,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.10988210604747933
114,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.05981162190437317
115,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.40270241598966583
115,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0009683519601821899
116,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.5545569099220666
116,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.005894733592867851
117,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.21854418017345967
117,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.00030313138267956674
118,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.2556288552355432
118,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.21659649908542633
119,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.3561822472686935
119,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.22189116477966309
120,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.29774096441471054
120,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.02962009608745575
121,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.5226493471910331
121,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0015052007511258125
122,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.3495051665436764
122,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.011116022244095802
123,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.21013476701949207
123,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.11345009505748749
124,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.8733526977629481
124,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,0.12989123165607452
125,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.4453733467134613
125,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.0001978825021069497
126,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.44279477647399845
126,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.010083663277328014
127,VGG11,_GradCAMPlusPlus,features.15,roc_auc,ERFUpsamplingFast,0.7429936499158286
127,VGG11,_GradCAMPlusPlus,features.15,road_combined,ERFUpsamplingFast,-0.16413620114326477
0,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7265124210643776
0,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.015759706497192383
1,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9373749276895613
1,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.002527952194213867
2,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8804326085177892
2,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.06045880913734436
3,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.4110097289467403
3,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.08820924162864685
4,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7385076286101421
4,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0013667989987879992
5,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.19246581013758743
5,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.11299152672290802
6,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.21040111470647596
6,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0019350992515683174
7,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9351621960868985
7,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.11069490015506744
8,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9629479397884956
8,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.03799685835838318
9,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.33703261409108615
9,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-1.419954401171708e-06
10,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.37232498211683124
10,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.005325039848685265
11,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.870388169315266
11,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.009145981632173061
12,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9097110895577142
12,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.12226533889770508
13,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7439128745784921
13,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0024436875246465206
14,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6525941093139682
14,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.004481852054595947
15,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8175658401707795
15,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.002442504744976759
16,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6907634041193501
16,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.003257747506722808
17,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.863554088091304
17,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0017317496240139008
18,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6495185232066714
18,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.1177283227443695
19,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9954181400527784
19,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-7.453844773408491e-06
20,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.4731975351365646
20,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0057954383082687855
21,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7277583104251963
21,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0003537415759637952
22,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.5786441684234199
22,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.049532316625118256
23,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.605628731684604
23,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.08586165308952332
24,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.5016789103281526
24,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0026250032242387533
25,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7550569143359254
25,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0009396299719810486
26,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7255508414038212
26,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.00012224167585372925
27,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9169254017573898
27,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.00019413750851526856
28,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.11756474063741416
28,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-5.9053010772913694e-05
29,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8972554493680581
29,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.10979080200195312
30,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7648713766242965
30,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.000519797089509666
31,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.3424064925561371
31,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.057682812213897705
32,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9673913768826783
32,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.1401079297065735
33,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9341675962467677
33,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.4976217746734619
34,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.43795621012680747
34,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.11037784814834595
35,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7226987156726131
35,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.011377081274986267
36,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8759190716067309
36,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0009888900676742196
37,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9647269142812497
37,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0001905091485241428
38,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.5369713073749709
38,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.00045004719868302345
39,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7819477817499854
39,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.007869958877563477
40,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.34804156376641787
40,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0013228654861450195
41,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.29394176610134803
41,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.12430253624916077
42,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6074502510215032
42,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.20282624661922455
43,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8342817173693653
43,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.008040457963943481
44,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.10154769167693599
44,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.13356471061706543
45,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.37992179275328
45,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0014593824744224548
46,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.379375217565434
46,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0017499845707789063
47,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7807006278561728
47,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.08002728223800659
48,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.98858728261497
48,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,7.80448317527771e-05
49,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6833305616128406
49,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0021333240438252687
50,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8862200898876734
50,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.00032686098711565137
51,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7066748772394431
51,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.03472934663295746
52,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6239514114362757
52,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.11306881904602051
53,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.28343282473168396
53,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0007105469703674316
54,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.24083452143949394
54,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.09422960877418518
55,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.992189149020948
55,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.01621289551258087
56,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9258621576736645
56,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0004418566823005676
57,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9579850326616747
57,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.005705021321773529
58,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6894397371889923
58,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.00458089355379343
59,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6845445430548506
59,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.12637755274772644
60,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8365578336870406
60,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.06454300880432129
61,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.5583571770080089
61,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.05691041052341461
62,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9105998919543876
62,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0002017960068769753
63,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6198983487076157
63,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.1065123975276947
64,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8973079694107708
64,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0044007920660078526
65,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8932418075165369
65,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0012541135074570775
66,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9206678745352692
66,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.05693186819553375
67,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.12506597956908516
67,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.00053444504737854
68,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.4811403432498841
68,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.11894434690475464
69,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.3326818766554543
69,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.05729225277900696
70,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9657332624177329
70,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.00038110700552351773
71,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.42410746292211793
71,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0024453315418213606
72,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.24333931733152234
72,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.004349127411842346
73,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.17308035681223882
73,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0723126232624054
74,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6113252453805087
74,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.00403827428817749
75,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.4611089000135674
75,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0019526141695678234
76,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7887205865516114
76,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.02757704257965088
77,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9459239036501157
77,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0038081093225628138
78,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.36530704443512213
78,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.039540208876132965
79,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.527043881606733
79,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.034216880798339844
80,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9573339486105719
80,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.013938436284661293
81,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8982258983169746
81,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0019970331341028214
82,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6701868393230365
82,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.12197506427764893
83,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.11573577007718897
83,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.03945358097553253
84,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.611297727620462
84,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.002555396407842636
85,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.5234161129848773
85,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.019982457160949707
86,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.6203757702845127
86,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0003445073962211609
87,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.4236555872998775
87,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.008147507905960083
88,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.4792455891426144
88,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.19595852494239807
89,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8565820084927915
89,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0022916896268725395
90,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7857604852583238
90,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.11218464374542236
91,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8972550504284624
91,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.003950685262680054
92,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8097225627726368
92,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.10311292111873627
93,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8564188496367522
93,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.009410835802555084
94,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8788458374557063
94,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0008017446962185204
95,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.9064141037627169
95,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.33942192792892456
96,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.4707466736044994
96,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-7.847728511478635e-07
97,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.7982000073397828
97,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0314936637878418
98,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8422113661445721
98,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0056411828845739365
99,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.8756610656058104
99,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.16629821062088013
100,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.31922821927580725
100,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.03906494379043579
101,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.24928149886259837
101,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.0011977478861808777
102,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.532703252442425
102,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,-0.2019689381122589
103,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.36383907372435065
103,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.0022407323122024536
104,VGG11,_GradCAMPlusPlus,features.15,roc_auc,SimpleUpsampling,0.431069801430428
104,VGG11,_GradCAMPlusPlus,features.15,road_combined,SimpleUpsampling,0.023277848958969116
